"ESTUDIO","CUES","CCAA","PROV","MUN","CAPITAL","TAMUNI","ENTREV","TIPO_TEL","SEXO","EDAD","P0","P1","P2","P3","P4","P4A_1","P4A_2","P4A_3","P4A_4","P4A_5","P4A_6","P4A_9","P4B","P4C","P4D","P4E","P4F","P4G_1","P4G_2","P4G_3","P4G_4","P4G_5","P4G_9","P4H_1","P4H_2","P4H_3","P4H_4","P4H_5","P4H_6","P4H_9","P4I","P5","P5A_1","P5A_2","P5A_3","P5A_4","P5B_1","P5B_2","P5B_3","P5B_4","P6","P6A","P7","P8","P9","P10","P11_1","P11_2","P12","P13_1","P13_2","P14_1","P14_2","P15","P16","P17_1","P17_2","P17_3","P18_1","P18_2","P18_3","P19_1","P19_2","P19_3","P19_4","P19_5","P20","P21","P22","INTENCIONG","ESCIDEOL","ESCIDEOLPOLI_1","ESCIDEOLPOLI_2","ESCIDEOLPOLI_3","ESCIDEOLPOLI_4","ESCIDEOLPOLI_5","P27_1","P27_2","P27_3","P27_4","P27_5","PARTICIPACIONG","FIDEVOTO","P31","ESCUELA","NIVELESTENTREV","RELIGION","ECIVIL","SITLAB","CNO11","CLASESOCIAL","IA_E1_DIA","IA_E1_MES","IA_E1_ANYO","IA_E2","IA_E3","IA_E4","P4A_7","P4A_8","P4A_10","P4A_11","VOTOSIMG","ESTUDIOS","CLASESUB"
3292,1790,13,28,148,3,5,0,2,2,65,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,NA,2,2,2,1,2,2,5,3,2,3,5,2,10,6,3,2,5,4,51,8,1,8,29,20,2,4,1,1,3,3,3,6,3,6,4,6,2,1,7,4,6,1,1,7,1,3,1,3,2,2,1,2,NA,98,3,9,20,4,20,3,NA,NA,NA,NA,4,2,8
3292,2166,13,28,148,3,5,0,1,2,33,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,NA,NA,3,2,1,4,3,2,5,4,2,1,10,5,7,2,2,53,98,99,53,97,99,7,5,8,5,7,2,3,4,2,4,2,9,2,5,4,6,4,4,8,8,1,3,3,3,9,2,5,1,4,3,4,9,20,5,17,1,NA,NA,NA,NA,21,6,2
3292,783,13,28,0,3,3,0,2,1,63,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,1,2,3,2,1,2,1,1,1,5,1,3,6,1,5,5,2,50,30,97,53,20,97,5,5,3,5,5,3,3,2,0,7,4,7,2,9,6,5,5,5,3,5,1,2,1,3,11,2,1,1,3,3,2,9,20,3,14,3,NA,NA,NA,NA,1,6,2
3292,265,13,28,0,3,2,0,2,1,42,1,1,3,1,1,1,2,2,2,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,2,3,2,1,4,3,1,7,3,2,10,1,1,3,4,3,15,19,51,97,99,99,3,3,1,1,5,3,3,97,5,5,1,7,1,10,5,3,3,3,3,5,1,3,3,3,4,5,2,1,9,4,1,9,20,2,23,4,2,2,2,2,97,3,3
3292,634,13,28,0,3,4,0,2,1,37,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,4,3,1,5,98,2,7,2,1,3,4,2,96,18,99,8,9,97,1,1,1,1,1,4,3,3,4,7,1,6,1,8,6,1,3,9,1,5,1,3,1,3,5,2,1,1,5,2,2,9,20,3,22,2,NA,NA,NA,NA,18,5,1
3292,629,13,28,0,3,4,0,2,1,22,1,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,3,2,3,2,2,1,8,7,1,2,3,96,98,99,53,1,99,6,6,6,6,6,2,3,97,5,3,4,7,4,9,5,6,4,4,4,5,1,3,3,3,6,5,2,6,NA,4,2,9,20,3,17,2,NA,NA,NA,NA,98,4,3
3292,925,13,28,0,3,3,0,2,2,46,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,8,1,2,2,NA,2,1,2,1,4,3,1,3,7,2,2,3,1,3,4,2,8,6,51,8,6,20,1,1,1,1,1,4,3,97,0,6,1,7,1,10,5,1,3,2,1,3,1,3,3,3,11,5,1,1,4,4,2,9,20,3,22,3,2,2,2,2,1,6,3
3292,1136,13,28,0,3,2,0,2,1,54,1,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,2,1,5,3,1,3,7,2,4,3,1,97,4,9,1,97,99,29,97,99,3,4,2,4,6,4,3,3,4,10,4,5,1,10,98,3,5,6,2,6,1,1,1,3,6,2,1,1,5,98,2,9,20,3,23,3,NA,NA,NA,NA,18,4,8
3292,972,13,28,0,3,3,0,2,1,67,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,3,4,1,1,10,3,8,3,2,51,8,99,97,99,99,7,3,98,1,3,3,4,1,1,4,5,8,2,10,2,7,4,2,6,5,1,2,1,3,14,2,1,1,2,2,2,9,20,3,20,3,NA,NA,NA,NA,2,6,1
3292,1443,13,28,0,3,3,0,2,1,40,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,2,5,6,2,3,4,1,4,6,1,3,5,3,24,11,30,8,6,18,1,3,1,8,1,4,4,3,4,99,1,5,1,5,5,1,1,10,1,3,1,3,1,3,7,1,1,1,8,3,3,9,20,4,16,2,NA,NA,NA,NA,18,5,2
3292,575,13,28,0,3,3,0,2,2,73,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,3,8,7,2,2,8,6,6,8,3,3,1,8,22,6,1,91,6,6,4,4,4,9,9,98,5,6,5,6,3,5,5,98,98,98,98,98,1,3,1,3,2,1,3,3,NA,3,2,9,20,3,19,2,NA,NA,NA,NA,99,2,2
3292,936,13,28,0,3,3,0,2,2,47,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,NA,NA,2,NA,1,1,2,9,3,1,5,4,2,4,98,96,7,4,2,11,1,22,97,99,99,98,98,98,98,98,8,8,97,5,99,98,98,98,98,98,5,5,5,5,5,5,5,6,3,11,1,1,1,2,2,2,9,20,3,17,3,NA,NA,NA,NA,97,6,1
3292,1058,13,28,0,3,3,0,2,2,42,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,2,1,1,3,2,5,4,1,4,6,1,3,4,2,11,13,6,97,99,99,8,2,9,1,7,2,4,96,2,3,5,9,2,10,6,6,3,1,6,5,1,3,3,3,11,6,1,1,1,3,2,9,20,3,17,3,NA,NA,NA,NA,21,6,2
3292,714,13,28,0,3,2,0,2,1,50,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,8,8,1,3,NA,NA,4,2,1,5,3,2,6,5,2,10,1,3,1,5,4,3,96,7,9,20,25,7,1,1,1,1,3,4,1,1,5,3,4,4,4,6,8,6,3,6,6,1,3,5,3,4,1,1,1,6,4,2,9,20,3,24,2,NA,NA,NA,NA,2,3,3
3292,135,13,28,0,3,3,0,1,2,70,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,5,3,1,5,3,1,5,8,1,3,5,2,1,51,49,1,20,9,3,98,1,1,1,4,3,99,5,7,2,5,1,10,98,1,3,2,1,1,1,1,1,3,14,1,1,2,NA,3,1,9,20,2,16,3,NA,NA,NA,NA,1,6,2
3292,371,13,28,0,3,3,0,2,2,40,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,1,2,2,4,5,2,3,4,1,98,99,3,6,5,3,51,96,49,27,8,16,2,2,2,2,2,4,4,97,5,7,2,8,2,8,3,1,1,1,1,1,1,3,3,3,13,2,2,1,1,4,2,9,20,3,23,1,NA,NA,NA,NA,97,6,3
3292,1172,13,28,0,3,3,0,2,1,52,1,1,3,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,5,2,2,2,3,1,4,3,2,8,10,10,1,4,3,53,8,1,53,8,1,6,1,4,1,3,2,4,1,1,4,5,9,2,10,6,5,1,1,3,3,1,3,2,3,11,2,1,1,3,3,2,9,20,3,21,4,NA,NA,NA,NA,2,6,2
3292,112,13,28,0,3,3,0,1,2,36,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,5,6,2,8,1,3,5,4,2,53,1,9,1,22,8,7,5,7,2,3,2,3,5,2,3,4,9,2,10,8,7,5,3,7,5,1,1,1,3,7,6,1,4,NA,3,1,9,20,2,21,3,NA,NA,NA,NA,21,5,2
3292,150,13,28,0,3,3,0,1,1,52,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,3,1,1,2,3,1,2,4,1,1,8,5,4,5,1,53,8,51,53,13,22,8,3,5,1,7,2,3,1,1,4,3,8,1,10,5,8,2,1,4,6,1,2,3,3,11,6,1,1,2,3,1,9,20,2,26,3,NA,NA,NA,NA,2,6,2
3292,1010,13,28,0,3,3,0,2,1,23,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,3,2,5,2,2,3,7,3,4,4,2,96,23,90,8,97,99,6,5,2,2,7,4,3,6,5,6,4,7,1,9,6,3,4,4,2,5,5,3,3,3,13,2,2,1,2,2,2,9,20,3,17,3,NA,NA,NA,NA,1,6,1
3292,450,13,28,0,3,3,0,2,2,45,1,2,2,2,1,2,2,2,2,2,2,2,9,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,1,8,1,1,1,NA,1,1,1,2,3,1,1,2,7,1,8,4,8,5,4,2,13,8,49,97,99,99,4,3,3,2,4,2,3,6,3,5,3,7,1,9,5,5,3,1,2,6,1,3,8,3,12,6,1,1,1,3,2,9,20,3,19,1,2,1,2,2,4,6,2
3292,2444,14,30,0,3,2,0,2,1,47,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,5,3,2,6,4,2,7,5,1,3,5,4,51,13,50,11,50,97,3,3,1,3,4,4,3,6,3,5,2,7,1,9,5,4,4,3,1,6,1,3,3,3,8,3,2,1,3,3,4,9,20,5,13,3,NA,NA,NA,NA,4,6,2
3292,2494,14,30,0,3,2,0,2,1,55,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,5,1,2,6,2,2,1,5,2,1,4,2,53,1,12,22,98,99,1,3,1,2,1,4,3,2,5,5,1,2,1,10,10,1,5,2,1,1,1,1,1,3,9,2,1,1,1,3,4,9,20,5,13,3,NA,NA,NA,NA,97,6,2
3292,1987,14,30,0,3,3,0,2,1,69,1,4,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,5,4,1,3,5,1,6,2,1,8,5,2,13,22,15,91,9,96,1,1,1,3,3,4,3,96,4,7,98,7,1,9,5,1,1,3,1,1,1,3,1,3,8,4,1,2,NA,3,3,9,20,4,27,3,NA,NA,NA,NA,18,6,2
3292,2213,14,30,0,3,3,0,1,2,55,1,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,2,3,2,8,3,3,2,3,4,2,9,7,1,3,3,3,13,8,46,8,1,51,7,5,1,8,6,3,3,98,4,8,6,98,5,9,6,7,8,9,4,5,5,3,2,3,2,1,1,7,NA,3,4,9,20,5,20,1,NA,NA,NA,NA,18,2,2
3292,704,14,30,0,3,3,0,2,1,65,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3,2,1,2,1,5,3,1,3,2,2,3,2,1,10,5,2,1,53,98,53,97,99,1,1,1,1,1,4,4,97,5,99,98,7,1,7,98,1,1,1,1,1,1,4,1,3,4,1,1,2,NA,3,2,9,20,3,19,2,NA,NA,NA,NA,96,3,2
3292,844,14,30,0,3,3,0,2,1,49,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,NA,1,3,1,2,4,1,2,1,3,2,9,8,3,9,4,2,51,1,6,8,1,6,1,1,1,1,1,4,4,97,5,6,1,7,1,9,7,1,5,5,98,5,1,3,3,3,6,1,1,1,5,3,2,9,20,3,20,3,NA,NA,NA,NA,97,4,2
3292,1435,14,30,0,3,3,0,2,2,52,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,2,3,1,1,2,1,3,5,3,13,51,98,22,98,99,4,4,1,4,6,4,3,97,5,5,2,8,1,9,5,2,2,2,1,3,1,3,1,3,11,2,5,1,2,3,3,9,20,4,19,2,NA,NA,NA,NA,4,6,2
3292,2014,14,30,0,3,3,0,2,1,19,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,NA,NA,1,2,3,2,1,4,3,1,4,5,2,6,5,5,1,4,2,8,51,16,98,99,99,3,4,1,4,6,4,2,96,0,6,3,7,1,10,6,2,4,5,5,6,1,6,2,3,6,4,2,1,4,2,3,9,20,4,22,3,NA,NA,NA,NA,1,4,1
3292,504,14,30,0,3,2,0,2,1,30,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,98,2,1,2,3,2,3,5,2,5,7,2,8,4,2,53,13,1,8,94,7,7,4,5,2,6,2,3,1,1,4,5,8,2,10,6,6,3,1,5,6,1,2,1,3,7,6,2,1,3,12,2,9,20,3,14,2,NA,NA,NA,NA,2,5,5
3292,732,14,30,0,3,2,0,2,1,48,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,1,NA,2,1,7,4,3,2,2,4,1,9,10,5,8,3,2,45,8,11,8,16,12,5,5,3,5,7,3,3,6,5,99,99,99,99,99,99,99,99,99,99,99,1,1,1,3,14,4,1,1,2,3,2,9,20,3,20,2,NA,NA,NA,NA,99,6,2
3292,2027,14,30,0,3,3,0,2,1,46,1,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,NA,NA,1,NA,3,1,1,2,3,1,4,2,1,5,10,4,5,4,2,30,8,11,97,99,99,1,3,1,2,3,4,3,2,5,5,1,8,1,10,6,1,3,3,1,2,1,3,1,3,12,2,1,1,3,3,3,9,20,4,18,3,NA,NA,NA,NA,97,6,2
3292,2365,14,30,0,3,3,0,1,2,74,1,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,9,1,2,2,NA,9,1,2,1,2,3,1,4,5,2,3,10,8,9,3,2,13,22,6,6,22,13,7,6,6,4,7,2,3,1,5,5,5,9,2,10,5,6,5,3,6,6,1,3,3,3,4,1,3,2,NA,3,4,9,20,5,28,3,NA,NA,NA,NA,2,3,2
3292,1330,14,30,0,3,3,0,2,2,53,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,2,1,2,1,2,3,1,2,3,2,4,8,1,2,5,3,53,1,52,6,22,98,9,4,8,1,7,1,4,1,1,4,5,7,3,10,5,9,4,1,5,5,1,1,1,3,2,2,1,2,NA,4,3,9,20,4,17,1,NA,NA,NA,NA,2,2,3
3292,1503,14,30,0,3,3,0,2,2,70,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,4,2,8,2,3,2,7,98,2,1,10,98,99,4,5,8,12,98,12,8,98,7,1,1,1,2,2,4,1,1,3,98,10,1,98,5,10,3,1,3,5,1,1,1,3,2,2,4,2,NA,3,3,9,20,4,14,2,NA,NA,NA,NA,2,2,2
3292,914,14,30,0,3,3,0,2,2,89,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,2,5,9,2,5,98,2,1,8,9,2,4,4,1,8,11,8,7,16,98,98,98,98,98,8,8,97,0,6,98,98,98,98,98,98,98,98,98,98,5,1,1,2,NA,9,3,3,NA,12,2,9,20,3,19,3,NA,NA,NA,NA,1,1,5
3292,1870,14,30,0,3,3,0,2,1,52,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,1,4,2,1,2,1,2,7,4,2,1,2,1,3,4,2,30,96,99,1,6,99,8,6,3,3,5,2,2,1,1,2,1,10,1,10,6,8,7,5,5,5,1,3,2,3,4,1,2,1,7,4,3,9,20,4,21,3,NA,NA,NA,NA,2,3,3
3292,309,14,30,16,3,5,0,1,2,64,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,3,2,2,5,3,2,6,7,2,2,7,1,3,5,2,51,1,6,1,97,99,1,1,1,1,1,4,4,3,4,10,1,10,1,10,10,2,5,8,1,7,1,3,3,3,5,2,1,1,8,3,1,9,20,2,19,4,NA,NA,NA,NA,18,5,2
3292,374,14,30,16,3,5,0,2,1,40,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,6,1,1,5,6,8,7,2,2,98,99,96,99,5,2,53,8,9,53,8,97,1,5,1,2,3,4,2,2,0,6,1,8,1,10,5,1,5,3,1,3,1,3,1,3,8,2,2,1,3,3,2,9,20,3,18,1,NA,NA,NA,NA,1,6,2
3292,593,14,30,16,3,5,0,2,2,24,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,3,3,1,2,1,4,3,2,98,99,2,10,2,4,1,2,4,1,53,98,1,53,98,10,98,7,98,98,1,8,1,5,5,7,98,98,98,98,9,98,98,7,98,5,9,8,3,2,9,9,4,NA,99,2,9,20,3,26,2,NA,NA,NA,NA,98,2,9
3292,1223,14,30,16,3,5,0,2,2,53,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,1,1,2,NA,1,8,1,2,2,4,3,1,2,4,2,2,8,3,5,3,2,8,9,1,20,11,99,4,4,2,2,5,3,3,6,3,5,4,6,2,8,5,4,4,2,2,6,1,3,3,3,7,2,1,1,3,2,2,9,20,3,24,4,NA,NA,NA,NA,4,5,1
3292,1281,14,30,16,3,5,0,2,1,22,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,3,1,2,2,1,8,3,2,2,4,2,10,5,3,5,3,2,23,98,99,98,99,99,6,4,4,5,98,3,4,97,2,3,3,7,1,10,98,7,4,4,5,98,1,2,2,3,10,6,2,6,NA,5,2,9,20,3,24,4,NA,NA,NA,NA,50,6,4
3292,2199,14,30,16,3,5,0,1,1,68,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,3,1,5,3,2,1,6,3,1,3,2,46,53,98,1,6,29,8,2,5,1,4,1,4,1,1,2,2,8,1,10,5,8,1,1,6,5,1,1,1,3,4,2,1,2,NA,3,4,9,20,5,23,1,NA,NA,NA,NA,2,3,2
3292,2277,14,30,16,3,5,0,1,2,32,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,2,1,1,2,4,3,2,98,99,2,3,4,5,2,4,3,8,51,98,8,51,98,6,4,5,3,98,3,3,97,1,3,2,9,2,10,5,7,5,2,5,6,5,3,4,3,4,2,1,4,NA,3,4,9,20,5,17,2,NA,NA,NA,NA,2,3,2
3292,2562,14,30,16,3,5,0,1,2,71,1,1,9,99,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,99,2,2,5,4,1,2,97,2,97,99,99,99,5,4,53,13,51,53,12,9,1,3,1,3,1,4,4,97,5,5,1,5,1,9,5,1,3,4,1,5,1,3,1,3,7,2,2,2,NA,12,4,9,20,5,18,4,NA,NA,NA,NA,97,5,5
3292,2675,14,30,16,3,5,0,2,1,67,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1,5,2,2,5,1,1,2,3,2,6,9,1,8,5,4,51,16,21,12,50,1,1,5,1,5,3,4,2,2,0,5,1,5,1,8,2,1,5,7,1,2,1,3,1,3,4,2,5,2,NA,4,5,9,20,6,19,2,NA,NA,NA,NA,1,3,3
3292,2741,14,30,16,3,5,0,2,2,72,1,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,2,2,2,3,1,5,3,2,2,8,1,2,4,2,53,8,99,53,8,99,6,99,99,99,99,2,2,1,5,6,99,99,99,99,99,99,99,99,99,99,1,1,1,3,11,1,1,2,NA,3,5,9,20,6,32,3,NA,NA,NA,NA,97,6,2
3292,2789,14,30,16,3,5,0,2,1,24,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,2,3,2,3,1,1,2,4,3,1,6,10,6,3,5,1,94,13,35,7,16,53,6,1,6,1,1,1,4,4,5,1,5,7,1,10,5,6,3,1,7,4,1,3,1,3,4,6,2,1,8,2,5,9,20,6,22,4,NA,NA,NA,NA,96,3,1
3292,2847,14,30,16,3,5,0,1,2,72,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,4,2,2,1,3,2,4,5,2,3,5,9,3,3,2,98,99,99,20,90,98,10,6,8,6,2,2,4,4,2,1,10,6,8,4,2,10,2,6,8,2,1,1,1,3,4,2,1,8,NA,99,6,9,20,7,18,3,NA,NA,NA,NA,21,3,9
3292,391,14,30,0,3,3,0,2,2,39,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,4,2,2,1,2,4,3,2,4,5,2,5,8,3,5,4,4,53,11,1,53,1,12,1,5,1,97,97,4,3,2,4,6,3,9,98,98,98,1,5,97,1,97,1,3,1,3,4,2,5,1,5,5,2,9,20,3,18,1,NA,NA,NA,NA,18,3,4
